gene_id,S00CWT11,S00D1D11,S00D2B11,S00D3911,S00D4711,S00D5511,S00XUN11
ENSG00000207990.2,0,0,0,0,0,0,0
ENSG00000207991.1,0,0,0,0,0,0,0
ENSG00000207992.1,0,0,0,0,0,0,0
ENSG00000207993.3,0,0,0,0,0,0,0
ENSG00000207994.1,0,0,0,0,0,0,0
ENSG00000207995.1,0,0,0,0,0,0,0
ENSG00000207996.1,0,0,0,0,0,0,0
ENSG00000207997.1,0,0,0,0,0,0,0
ENSG00000208000.1,0,0,0,0,0,0,0
ENSG00000208001.1,0,0,0,0,0,0,0
ENSG00000208002.1,0,0,0,0,0,0,0
ENSG00000208003.1,0,0,0,0,0,0,0
ENSG00000208004.2,0,0,0,0,0,0,0
ENSG00000208005.1,0,0,0,0,0,0,0
ENSG00000208006.1,0,0,0,0,0,0,0
ENSG00000208008.1,0,0,0,0,0,0,0
ENSG00000208009.1,0,0,0,0,0,0,0
ENSG00000208012.1,0,0,0,0,0,0,0
ENSG00000208013.2,0,0,0,0,0,0,0
ENSG00000208014.1,0,0,0,0,0,0,0
ENSG00000208015.1,0,0,0,0,0,0,0
ENSG00000208017.2,0,0,0,0,0,0,0
ENSG00000208018.1,1,0,0,0,0,0,0
ENSG00000208022.1,0,0,0,0,0,0,0
ENSG00000208023.2,0,0,0,0,0,0,0
ENSG00000208024.1,0,0,0,0,0,0,0
ENSG00000208025.1,0,0,0,0,0,0,0
ENSG00000208027.3,0,0,0,0,0,0,0
ENSG00000208028.1,0,0,0,0,0,0,0
ENSG00000208032.1,0,0,0,0,0,0,0
ENSG00000208033.1,0,0,0,0,0,0,0
ENSG00000208034.1,0,0,0,0,0,0,0
ENSG00000208035.1,0,0,0,0,0,0,0
ENSG00000208036.1,0,0,0,0,0,0,0
ENSG00000208037.1,0,0,0,0,0,0,0
ENSG00000208038.1,0,0,0,0,0,0,0
ENSG00000208308.1,8,6,8.12,6,5,0,1.97
ENSG00000208772.1,187,125,653,267,622,756,465
ENSG00000208797.1,0,0,0,0,0,0,0
ENSG00000208839.1,0,0,0,0,0,0,0
ENSG00000208883.1,0,0,0,0,0,0,0
ENSG00000208892.1,692,376,1053,782,967,1000,576
ENSG00000209042.1,0,0,1,0,0,1,0
ENSG00000209082.1,0,0,0,0,0,0,0
ENSG00000209480.1,0,0,0,0,0,0,0
ENSG00000209482.1,0,0,0,0,0,0,0
ENSG00000209582.1,2158.22,2466.23,6678.65,4766.86,9274.72,9527.59,5598.28
ENSG00000209645.1,0,0,0,0,0,0,0
ENSG00000209702.1,0,0,0,0,0,0,0
ENSG00000210049.1,0,0,0,0,0,0,0
ENSG00000210077.1,0,0,0,0,0,0,0
ENSG00000210082.2,61630,34096,51846,53942,91880.97,38778,105338
ENSG00000210100.1,0,0,0,0,0,0,0
ENSG00000210107.1,0,0,0,0,0,0,0
ENSG00000210112.1,0,0,0,0,0,0,0
ENSG00000210117.1,0,0,0,0,0,0,0
ENSG00000210127.1,0,0,0,0,0,0,0
ENSG00000210135.1,0,0,0,0,0,0,0
ENSG00000210140.1,0,0,0,0,0,0,0
ENSG00000210144.1,0,0,0,0,0,0,0
ENSG00000210151.2,0,0,0,0,0,0,0
ENSG00000210154.1,0,0,0,0,0,0,0
ENSG00000210156.1,0,0,0,0,0,0,0
ENSG00000210164.1,0,0,0,0,0,0,0
ENSG00000210174.1,0,0,0,0,0,0,0
ENSG00000210176.1,0,0,0,0,0,0,0
ENSG00000210181.1,0,0,0,0,0,0,0
ENSG00000210184.1,0,0,0,0,0,0,0
ENSG00000210191.1,0,0,0,0,0,0,0
ENSG00000210194.1,0,0,0,0,0,0,0
ENSG00000210195.2,0,0,0,0,0,0,0
ENSG00000210196.2,0,0,0,0,0,0,0
ENSG00000210678.1,0,0,0,0,0,0,0
ENSG00000210709.1,0,0,0,0,0,0,0
ENSG00000210741.1,0,0,0,0,0,0,0
ENSG00000210825.1,29,2.61,39.11,20.72,16.54,1.59,0
ENSG00000210839.1,0,0,0,0,0,0,0
ENSG00000210841.1,0,0,0,0,0,0,0
ENSG00000211137.1,0,0,0,0,0,0,0
ENSG00000211445.10,0,9,12,9,26,4,1
ENSG00000211448.10,6,2,7,6,7,5,0
ENSG00000211450.8,2070,1639.71,1244,1466,1638,1413.51,1564
ENSG00000211451.10,16,14,10,5,6,21,16
ENSG00000211452.9,1,1,0,0,0,0,1
ENSG00000211454.12,11,36.68,33,24,16,21.84,28.41
ENSG00000211455.6,3838,3088,1714,2584,3385,1555,2137
ENSG00000211456.9,4667,3714,2887,3837,5223,4383,2754
ENSG00000211459.2,6562,4784,6524,6966,13962,4449,10745
ENSG00000211460.10,4952,2729,2986,3602,2653,2245,2379
ENSG00000211482.1,0,0,0,0,0,0,0
ENSG00000211483.2,0,0,0,0,0,0,0
ENSG00000211491.2,0,0,0,0,0,0,0
ENSG00000211495.1,0,0,0,0,0,0,0
ENSG00000211499.1,0,0,0,0,0,0,0
ENSG00000211508.1,0,0,0,0,0,0,0
ENSG00000211510.2,0,0,0,0,0,0,0
ENSG00000211513.4,0,0,0,0,0,0,0
ENSG00000211514.1,0,0,0,0,0,0,0
ENSG00000211515.1,0,0,0,0,0,0,0
ENSG00000211517.1,0,0,0,0,1.37,0,1.38
ENSG00000211518.1,0,0,0,0,0,0,0
ENSG00000211519.1,0,0,0,0,0,0,0
ENSG00000211520.2,0,0,0,0,0,0,0
ENSG00000211524.3,0,0,0,0,0,0,0
ENSG00000211525.2,0,0,0,0,0,0,0
ENSG00000211526.1,0,0,0,0,0,0,0
ENSG00000211528.2,0,0,0,0,0,0,0
ENSG00000211530.1,0,0,0,0,0,0,0
ENSG00000211532.1,0,0,0,0,0,0,0
ENSG00000211534.2,0,0,0,0,0,0,0
ENSG00000211535.1,0,0,0,0,0,0,0
ENSG00000211538.1,0,0,0,0,0,0,0
ENSG00000211542.1,0,0,0,0,0,0,0
ENSG00000211543.2,0,0,0,0,0,0,0
ENSG00000211544.1,0,0,0,0,0,0,0
ENSG00000211553.1,0,0,0,3,1,1,0
ENSG00000211556.2,0,0,0,0,0,0,0
ENSG00000211562.2,0,0,0,0,0,0,0
ENSG00000211563.3,0,0,0,0,0,0,0
ENSG00000211566.2,0,0,0,0,0,0,0
ENSG00000211568.1,0,0,0,0,0,0,0
ENSG00000211571.1,0,0,0,0,0,0,0
ENSG00000211573.2,0,0,0,0,0,0,0
ENSG00000211574.1,0,0,0,0,0,0,0
ENSG00000211575.2,0,0,0,0,0,0,0
ENSG00000211577.1,0,0,0,0,0,0,0
ENSG00000211578.2,0,0,0,0,0,0,0
ENSG00000211579.1,0,0,0,0,0,0,0
ENSG00000211580.1,0,0,0,0,0,0,0
ENSG00000211581.1,0,0,0,0,0,0,0
ENSG00000211582.1,0,0,0,0,0,0,0
ENSG00000211583.2,0,0,0,0,0,0,0
ENSG00000211584.12,599,559,282,278,594,1276,1136
ENSG00000211590.1,0,0,0,0,0,0,0
ENSG00000211591.1,0,0,0,0,0,0,0
ENSG00000211592.5,1021.57,567.36,82.09,48,1034.43,50.02,1119.12
ENSG00000211593.2,0,0,0,0,0,0,0
ENSG00000211594.2,0,0,0,0,0,0,0
ENSG00000211595.2,0,0,0,0,0,0,0
ENSG00000211596.3,0,0,0,0,0,0,0
ENSG00000211597.2,0,0,0,0,0,0,0
ENSG00000211598.2,49,25,3,1,68,7,52
ENSG00000211599.2,6,0,2,2,1,0,0
ENSG00000211611.2,1,2,47,33,2,2,32
ENSG00000211623.2,0,0,2.6,0,0,1,0
ENSG00000211625.2,1.05,1.04,0,0,0,0,3.04
ENSG00000211626.2,0,0,0,0,0,0,0
ENSG00000211632.3,0,1,0,0,0,0,0
ENSG00000211633.3,0,0,0,0,0,0,0
ENSG00000211637.2,1,2,0,0,3,0,0
ENSG00000211638.2,14,2,0,1,12,0,0
ENSG00000211639.2,40,0,0,1,7,6,0
ENSG00000211640.3,156,1,1,0,12,2,3
ENSG00000211641.2,41,0,0,0,0,0,0
ENSG00000211642.2,3,0,0,0,3,0,0
ENSG00000211643.2,2.55,8.45,22.88,22.49,12.3,17.62,4.54
ENSG00000211644.2,6.45,6,21.49,11.89,28.76,4.28,20.95
ENSG00000211645.2,1,1,0,2,1,0,0
ENSG00000211647.1,0,0,0,0,0,0,0
ENSG00000211648.2,5.29,6,0,0,23.17,0,6.73
ENSG00000211649.3,2,1,1,0,0,0,0
ENSG00000211650.2,1,1,0,0,8,0,0
ENSG00000211651.3,17.71,14,2,0,20.83,0,3.27
ENSG00000211652.2,2,1,0,0,4,0,6
ENSG00000211653.2,7,5,0,0,15,1,13
ENSG00000211654.2,0,0,0,0,0,0,0
ENSG00000211655.3,1,0,0,0,2,0,21
ENSG00000211656.3,0,0,0,0,0,0,0
ENSG00000211657.3,0,0,0,0,0,0,0
ENSG00000211658.2,0,1,0,0,1,0,0
ENSG00000211659.2,10,2,3,0,28,0,9
ENSG00000211660.3,13,6,1,0,18,0,11
ENSG00000211661.2,0,0,0,0,0,0,0
ENSG00000211662.2,6,5,2,0,12,0,3
ENSG00000211663.2,10,8,1,3,10,3,0
ENSG00000211664.2,4,1,0,2,0,0,2
ENSG00000211665.2,1,1,0,0,1,0,0
ENSG00000211666.2,26,9,2,0,82,4,51
ENSG00000211667.2,0,2,0,0,1,1,0
ENSG00000211668.2,8,10.98,0,0,11,1,4
ENSG00000211669.2,1,1,1,0,10,0,0
ENSG00000211670.2,4,0,1,2,4,1,0
ENSG00000211672.2,1,0,2,2,3,0,1
ENSG00000211673.2,7,4.09,0,0,20.58,1,1.1
ENSG00000211674.2,0,0,0,0,0,0,2.99
ENSG00000211675.2,50.68,13.57,7,7,91.12,1,40.54
ENSG00000211676.2,0,0,0,0,0,0,0
ENSG00000211677.2,147.45,138.42,11.69,0,308.53,9,66.89
ENSG00000211678.2,0,0,0,0,0,0,0
ENSG00000211679.2,117.5,53.46,5.31,8,201.24,2,80.04
ENSG00000211680.2,0,0,0,0,0,0,0
ENSG00000211681.2,0,0,0,0,0,0,0
ENSG00000211682.2,0,0,0,0,0,0,0
ENSG00000211683.3,14.48,5.53,16.19,15.72,3.19,12.07,6.29
ENSG00000211684.2,0,0,0,0,0,0,0
ENSG00000211685.3,12,2,0,0,1,0,0
ENSG00000211687.1,0,0,0,0,0,0,0
ENSG00000211688.1,0,0,0,0,0,0,0
ENSG00000211689.5,367.6,3036.16,5930.62,7402.35,1040.59,930.5,2159.61
ENSG00000211690.1,0,0,0,0,0,0,0
ENSG00000211691.2,0,0,0,0,0,0,0
ENSG00000211692.1,0,0,0,0,0,0,0
ENSG00000211693.2,0,0,0,2,0,0,0
ENSG00000211694.2,16,6,93,156,4,2,2
ENSG00000211695.2,15.38,19.99,329.39,375.44,8.81,15.45,33.02
ENSG00000211696.2,6,0,0,0,0,0,0
ENSG00000211697.3,9.74,118.18,58.72,93.87,66.16,22,425.75
ENSG00000211698.2,10,6,4,5,5.77,3,16.82
ENSG00000211699.2,6,8,19,24.09,9,7,42.37
ENSG00000211701.2,0,0,0,2.45,0,0,0
ENSG00000211706.2,1,0,1,0,1,0,0
ENSG00000211707.3,0,0,0,0,0,0,0
ENSG00000211710.3,3,0,0,0,0,2,0
ENSG00000211713.3,0,0,2,0,0,0,0
ENSG00000211714.3,0,5,15,17,5,0,26
ENSG00000211715.1,0,1,1,2,0,0,4
ENSG00000211716.2,5,1,1,6,2,5,3
ENSG00000211717.3,0,0,0,0,1,0,0
ENSG00000211720.3,1,0,0,0,0,0,0
ENSG00000211721.2,27,15,0,4,3,19,53
ENSG00000211724.3,8,18,3,7,1,3,8
ENSG00000211725.3,1,4,0,0,1,0,2
ENSG00000211727.3,0,2,0,2,6,0,0
ENSG00000211728.2,1,1,0,0,1,0,0
ENSG00000211731.1,0,0,0,1,0,0,0
ENSG00000211734.3,3,6,0,0,3,0,1
ENSG00000211739.4,0,0,0,0,0,1,2
ENSG00000211745.3,9,1,0,0,0,0,1
ENSG00000211746.3,5,5,0,0,3,0,0
ENSG00000211747.3,27,62,37,69,31,1,4
ENSG00000211749.1,0,0,0,0,0,0,1
ENSG00000211750.2,0,0,0,0,0,0,0
ENSG00000211751.6,15.71,3.87,0,0,4.23,8.65,1.43
ENSG00000211752.3,10.61,16.74,28.78,17.38,121.9,307.99,160.4
ENSG00000211753.3,548.69,78.94,6.09,15.26,110.22,63.24,53.73
ENSG00000211764.1,0,0,0,0,0,0,0
ENSG00000211765.1,0,0,0,0,0,0,0
ENSG00000211766.1,0,0,0,0,0,0,0
ENSG00000211767.1,0,0,0,0,0,0,0
ENSG00000211768.1,0,0,0,0,0,0,0
ENSG00000211769.1,0,0,0,0,0,0,0
ENSG00000211770.1,0,0,0,0,0,0,0
ENSG00000211771.1,0,0,0,0,0,0,0
ENSG00000211772.7,493,170.45,36.14,27.36,268.64,254.12,233.44
ENSG00000211776.2,2,4,2,0,2,0,0
ENSG00000211777.2,2,2,0,0,4,0,0
ENSG00000211778.2,4,2,0,0,0,1,0
ENSG00000211779.3,0,0,0,0,0,0,0
ENSG00000211780.3,2,0,0,0,0,0,0
ENSG00000211781.3,0,0,0,0,0,0,0
ENSG00000211782.2,2,0,0,0,0,0,0
ENSG00000211783.3,0,0,0,0,0,0,0
ENSG00000211784.2,2,0,0,0,0,0,0
ENSG00000211785.1,0,1,0,0,0,0,0
ENSG00000211786.3,2,1,0,0,3,0,0
ENSG00000211787.1,0,1,3,2,0,0,0
ENSG00000211788.2,5,0,0,0,2,1,0
ENSG00000211789.2,4,1,0,0,20,1,2
ENSG00000211790.2,4,3,0,0,0,2,0
ENSG00000211791.2,2,3,0,1,1,0,0
ENSG00000211792.2,2,0,2,0,0,0,0
ENSG00000211793.2,2,3,1,0,4,0,0
ENSG00000211794.3,5,1,0,0,3,1,2
ENSG00000211795.3,6,1,0,0,1,0,0
ENSG00000211796.1,1,0,0,0,1,0,0
ENSG00000211797.2,2,2,0,0,1,1,4
ENSG00000211798.3,0,0,0,0,0,0,0
ENSG00000211799.3,8,4,0,0,2,1,0
ENSG00000211800.3,2,0,0,1,0,0,0
ENSG00000211801.3,6,2,0,0,2,1,0
ENSG00000211802.3,13,5,2,6,4,3,6
ENSG00000211803.2,3,3,0,0,3,0,1
ENSG00000211804.3,2,0,0,0,4,0,2
ENSG00000211805.1,1,1,0,0,1,0,0
ENSG00000211806.2,1,0,0,0,2,0,0
ENSG00000211807.3,3,3,0,0,1,0,0
ENSG00000211808.3,0,0,0,0,0,0,0
ENSG00000211809.2,0,1,0,0,0,0,0
ENSG00000211810.3,0,5,0,0,1,1,0
ENSG00000211812.1,0,2,0,0,1,0,0
ENSG00000211813.2,0,0,0,0,0,0,0
ENSG00000211814.1,4,1,0,0,2,0,0
ENSG00000211815.3,2,6,3,1,1,0,0
ENSG00000211816.2,1,0,0,0,0,0,0
ENSG00000211817.2,3,0,0,0,0,2,0
ENSG00000211818.1,1,0,0,0,1,0,0
ENSG00000211819.3,0,0,0,0,0,0,0
ENSG00000211820.1,3,0,0,0,0,0,0
ENSG00000211821.2,9.99,2.59,0,0,0,0,0
ENSG00000211825.1,0,0,0,0,0,0,0
ENSG00000211826.1,0,0,0,0,0,0,0
ENSG00000211827.1,0,0,0,0,0,0,0
ENSG00000211828.1,0,0,0,0,0,0,0
ENSG00000211829.5,883.99,20.41,10,8,37,28,12
ENSG00000211831.2,0,0,0,0,0,0,0
ENSG00000211832.2,0,0,0,0,0,0,0
ENSG00000211833.1,0,0,0,0,0,0,0
ENSG00000211834.1,0,0,0,0,0,0,0
ENSG00000211835.1,0,0,0,0,0,0,0
ENSG00000211836.1,0,0,0,0,0,0,0
ENSG00000211837.1,0,0,0,0,0,0,0
ENSG00000211838.1,0,0,0,0,0,0,0
ENSG00000211839.1,0,0,0,0,0,0,0
ENSG00000211840.1,0,0,0,0,0,0,0
ENSG00000211841.1,0,0,0,0,0,0,0
ENSG00000211842.1,0,0,0,0,0,0,0
ENSG00000211843.1,0,0,0,0,0,0,0
ENSG00000211844.1,0,0,0,0,0,0,0
ENSG00000211845.1,0,0,0,0,0,0,0
ENSG00000211846.1,0,0,0,0,0,0,0
ENSG00000211847.1,0,0,0,0,0,0,0
ENSG00000211848.1,0,0,0,0,0,0,0
ENSG00000211849.1,0,0,0,0,0,0,0
ENSG00000211850.1,0,0,0,0,0,0,0
ENSG00000211851.1,0,0,0,0,0,0,0
ENSG00000211854.1,0,0,0,0,0,0,0
ENSG00000211855.1,0,0,0,0,0,0,0
ENSG00000211856.1,0,0,0,0,0,0,0
ENSG00000211857.1,0,0,0,0,0,0,0
ENSG00000211858.1,0,0,0,0,0,0,0
ENSG00000211859.1,0,0,0,0,0,0,0
ENSG00000211860.1,0,0,0,0,0,0,0
ENSG00000211861.1,0,0,0,0,0,0,0
ENSG00000211862.1,0,0,0,0,0,0,0
ENSG00000211863.1,0,0,0,0,0,0,0
ENSG00000211864.2,0,0,0,0,0,0,0
ENSG00000211865.1,0,0,0,0,0,0,0
ENSG00000211866.1,0,0,0,0,0,0,0
ENSG00000211867.1,0,0,0,0,0,0,0
ENSG00000211868.1,0,0,0,0,0,0,0
ENSG00000211869.1,0,0,0,0,0,0,0
ENSG00000211870.1,0,0,0,0,0,0,0
ENSG00000211871.1,0,0,0,0,0,0,0
ENSG00000211872.1,0,0,0,0,0,0,0
ENSG00000211873.1,0,0,0,0,0,0,0
ENSG00000211875.1,0,0,0,0,0,0,0
ENSG00000211876.1,0,0,0,0,0,0,0
ENSG00000211877.1,0,0,0,0,0,0,0
ENSG00000211878.1,0,0,0,0,0,0,0
ENSG00000211879.1,0,0,0,0,0,0,0
ENSG00000211880.1,0,0,0,0,0,0,0
ENSG00000211881.1,0,0,0,0,0,0,0
ENSG00000211882.1,0,0,0,0,0,0,0
ENSG00000211883.1,0,0,0,0,0,0,0
ENSG00000211884.1,0,0,0,0,0,0,0
ENSG00000211885.1,0,0,0,0,0,0,0
ENSG00000211886.1,0,0,0,0,0,0,0
ENSG00000211887.2,0,0,0,0,0,0,0
ENSG00000211888.2,0,0,0,0,0,0,0
ENSG00000211890.3,127.79,36.23,1,4,190.71,0,291.68
ENSG00000211891.5,1,6.15,0,0,0,0,21
ENSG00000211892.3,11.71,20.46,0.96,1,34.75,0,34.92
ENSG00000211893.3,166.49,139.5,6.64,0,228.05,2,367.25
ENSG00000211895.4,281.21,123.77,6,4,635.29,15,317.32
ENSG00000211896.5,197.73,172.89,32.43,6,441.81,19,295.31
ENSG00000211897.6,13.35,43.13,1,1,60.56,2,53.37
ENSG00000211898.6,25,27,10,7,105,327,329
ENSG00000211899.6,624.18,1325,189,188,5902.08,11066,4919
ENSG00000211900.2,0,0,0,0,0,0,0
ENSG00000211904.2,0,0,0,0,0,0,0
ENSG00000211905.1,0,0,0,0,0,0,0
ENSG00000211907.1,0,0,0,0,0,0,0
ENSG00000211909.1,0,0,0,0,0,0,0
ENSG00000211911.1,0,0,0,0,0,0,0
ENSG00000211912.1,0,0,0,0,0,0,0
ENSG00000211914.1,0,0,0,0,0,0,0
ENSG00000211915.1,0,0,0,0,0,0,0
ENSG00000211917.1,0,0,0,0,0,0,0
ENSG00000211918.1,0,0,0,0,0,0,0
ENSG00000211920.1,0,0,0,0,0,0,0
ENSG00000211921.1,0,0,0,0,0,0,0
ENSG00000211923.1,0,0,0,0,0,0,0
ENSG00000211924.1,0,0,0,0,0,0,0
ENSG00000211925.1,0,0,0,0,0,0,0
ENSG00000211928.1,0,0,0,0,0,0,0
ENSG00000211930.1,0,0,0,0,0,0,0
ENSG00000211931.1,0,0,0,0,0,0,0
ENSG00000211933.2,0,0,0,0,0,0,0
ENSG00000211934.3,2,14,12.97,23,33.41,4,0
ENSG00000211935.3,0,6,8,11,4.49,0,6.62
ENSG00000211937.3,5,3,0,0,19,1,8
ENSG00000211938.2,8.64,0.91,0,0,12.9,0,6.77
ENSG00000211941.3,4,1,0,1,13,1,8
ENSG00000211942.3,0,1,0,0,1,3,0
ENSG00000211943.2,8,13,3,1,12,0,4
ENSG00000211944.2,0,0,0,0,0,0,0
ENSG00000211945.2,3,6,0,2,12,0,0
ENSG00000211946.3,0,0,0,0,3,0,9
ENSG00000211947.2,4.82,3,1,0,9.92,1,0
ENSG00000211949.3,47,19,1,0,47,2,154
ENSG00000211950.2,4,2,0,0,3,0,0
ENSG00000211951.2,4,1,0,0,3,0,1
ENSG00000211952.3,1,1,0,0,1,1,0
ENSG00000211955.2,6.35,5.43,0,3,25.41,0,10.5
ENSG00000211956.2,5,6,2,2,9,1,7
ENSG00000211957.2,0,0,0,0,0,0,0
ENSG00000211958.2,0,0,0,2,0,0,0
ENSG00000211959.2,8,1.15,1,0,8,0,0
ENSG00000211961.3,0,0,0,0,0,0,0
ENSG00000211962.2,4,0,0,0,9,0,10
ENSG00000211964.3,2.04,0,0,0,5.92,0,12.55
ENSG00000211965.3,3,4,0,0,2,0,1
ENSG00000211966.2,8,1,1,0,7,6,7
ENSG00000211967.3,2,1,0,0,3,0,6
ENSG00000211968.3,0,2,16,27,1,0,0
ENSG00000211970.3,2.34,5.22,5.76,5.56,4.29,1,9.7
ENSG00000211972.2,3,0,0,1,6,0,0
ENSG00000211973.2,0,0,0,0,0,0,0
ENSG00000211974.3,0,0,0,0,0,1,0
ENSG00000211976.2,1,0,0,0,5,0,1
ENSG00000211978.2,0,0,0,0,0,0,0
ENSG00000211979.2,0,0,0,0,0,0,0
ENSG00000211983.2,0,0,0,0,0,0,0
ENSG00000211984.2,0,0,0,0,0,0,0
ENSG00000211987.2,0,0,0,0,0,0,0
ENSG00000211990.1,0,0,0,0,0,0,0
ENSG00000211991.3,0,0,0,0,0,0,0
ENSG00000211995.1,0,0,0,0,0,0,0
ENSG00000211997.1,0,0,0,0,0,0,0
ENSG00000212001.2,0,0,0,0,0,0,0
ENSG00000212007.3,0,0,0,0,0,0,0
ENSG00000212013.1,0,0,0,0,0,0,0
ENSG00000212014.1,0,0,0,0,0,0,0
ENSG00000212017.2,0,0,0,0,0,0,0
ENSG00000212022.1,0,0,0,0,0,0,0
ENSG00000212024.2,0,0,0,0,0,0,0
ENSG00000212025.3,0,0,0,0,0,0,0
ENSG00000212027.2,0,0,0,0,1,0,3
ENSG00000212030.1,0,0,0,0,0,0,0
ENSG00000212031.1,0,0,0,0,0,0,0
ENSG00000212032.2,0,0,0,0,0,0,0
ENSG00000212034.1,0,0,0,0,0,0,0
ENSG00000212036.2,0,0,0,0,0,0,0
ENSG00000212037.1,0,0,0,0,0,0,0
ENSG00000212039.1,0,0,0,0,0,0,0
ENSG00000212040.2,0,0,0,0,0,0,0
ENSG00000212044.2,0,0,0,0,0,0,0
ENSG00000212045.1,0,0,0,0,0,0,0
ENSG00000212049.1,0,0,0,0,0,0,0
ENSG00000212051.1,0,0,0,0,0,0,0
ENSG00000212054.2,0,0,0,0,0,0,0
ENSG00000212055.1,0,0,0,0,0,0,0
ENSG00000212057.1,0,0,0,0,0,0,0
ENSG00000212061.2,0,0,0,0,0,0,0
ENSG00000212063.1,0,0,0,0,0,0,0
ENSG00000212065.3,0,0,0,0,0,0,0
ENSG00000212066.1,0,0,0,0,0,0,0
ENSG00000212067.1,0,0,0,0,0,0,0
ENSG00000212070.1,0,0,0,0,0,0,0
ENSG00000212071.1,0,0,0,0,0,0,0
ENSG00000212072.1,0,0,0,0,0,0,0
ENSG00000212073.1,0,0,0,0,0,0,0
ENSG00000212075.1,0,0,0,0,0,0,0
ENSG00000212076.1,0,0,0,0,0,0,0
ENSG00000212084.2,0,0,0,0,0,0,0
ENSG00000212085.3,0,0,0,0,0,0,0
ENSG00000212086.1,0,0,0,0,0,0,0
ENSG00000212089.1,0,0,0,0,0,0,0
ENSG00000212091.1,0,0,0,0,0,0,0
ENSG00000212093.1,0,0,0,0,0,0,0
ENSG00000212094.3,0,0,0,0,0,0,0
ENSG00000212095.1,0,0,0,0,0,0,0
ENSG00000212098.1,0,0,0,0,0,0,0
ENSG00000212099.1,0,0,0,0,0,0,0
ENSG00000212100.2,0,0,0,0,0,0,0
ENSG00000212101.1,0,0,0,0,0,0,0
ENSG00000212102.1,0,0,0,0,0,0,0
ENSG00000212104.1,0,0,0,0,0,0,0
ENSG00000212111.2,0,0,0,0,0,0,0
ENSG00000212114.1,0,0,0,0,0,0,0
ENSG00000212122.3,0,0,0,0,0,0,0
ENSG00000212123.3,77.73,36,31.67,37.93,52.62,72,127.9
ENSG00000212124.2,430,228,337,471,307,243,323
ENSG00000212125.2,400,249,356,411,340,264,285
ENSG00000212126.3,182,134,137,244,121,122,142
ENSG00000212127.5,727.76,389.6,377.52,738.4,425.54,320.65,313.59
ENSG00000212128.2,458,188,280,477,302,205,216
ENSG00000212133.1,0,0,0,0,0,0,0
ENSG00000212134.1,0,0,0,0,0,0,0
ENSG00000212135.1,6,1,9,0,7,5,7
ENSG00000212136.1,0,0,0,0,0,0,0
ENSG00000212138.1,0,0,0,0,0,0,0
ENSG00000212140.1,0,0,0,0,0,0,0
ENSG00000212144.1,0,0,0,0,0,0,0
ENSG00000212145.2,0,0,0,0,0,0,0
ENSG00000212146.1,0,0,0,0,0,0,0
ENSG00000212147.1,0,0,0,0,0,0,0
ENSG00000212149.1,0,0,0,0,0,0,0
ENSG00000212153.1,0,0,0,0,0,0,0
ENSG00000212154.1,0,0,0,0,0,0,0
ENSG00000212156.1,0,0,0,0,0,0,0
ENSG00000212157.1,0,0,0,0,0,0,0
ENSG00000212158.1,0,0,0,0,0,0,0
ENSG00000212160.1,0,0,0,0,0,0,0
ENSG00000212161.1,0,0,0,0,0,0,0
ENSG00000212163.4,3,5,3,2,1,2,0
ENSG00000212165.2,0,0,0,0,0,0,0
ENSG00000212167.1,0,0,0,0,0,0,0
ENSG00000212168.1,0,0,0,0,0,0,0
ENSG00000212170.1,0,0,4,1,1,0,0
ENSG00000212171.1,0,0,0,0,0,0,0
ENSG00000212172.1,0,0,0,0,0,0,0
ENSG00000212175.1,0,0,0,0,0,0,0
ENSG00000212176.1,0,0,0,0,0,0,0
ENSG00000212181.1,0,0,0,0,0,0,0
ENSG00000212182.2,0,0,0,0,0,0,0
ENSG00000212184.1,0,0,0,0,0,0,0
ENSG00000212186.1,0,0,0,0,0,0,0
ENSG00000212187.1,0,0,0,0,0,0,0
ENSG00000212189.1,0,0,0,0,0,0,0
ENSG00000212190.1,0,0,0,0,0,0,0
ENSG00000212191.1,0,0,0,0,0,0,0
ENSG00000212195.2,109,1976,1169,1135,786,858,346
ENSG00000212199.1,0,0,0,0,0,0,0
ENSG00000212204.1,0,0,0,0,0,0,0
ENSG00000212205.1,0,0,0,0,0,0,0
ENSG00000212206.1,0,0,0,0,0,0,0
ENSG00000212207.1,0,0,0,0,0,0,0
ENSG00000212211.2,0,1,1,0,1,3,0
ENSG00000212214.1,1,0,1,3,5,1,0
ENSG00000212215.1,0,0,0,0,0,0,0
ENSG00000212216.1,0,0,0,0,0,0,0
ENSG00000212219.1,0,0,0,0,0,0,0
ENSG00000212221.1,0,0,0,0,0,0,0
ENSG00000212224.1,0,0,0,0,0,0,0
ENSG00000212226.1,0,0,0,0,0,0,0
ENSG00000212228.1,0,0,0,0,0,0,0
ENSG00000212229.1,0,0,0,0,0,0,0
ENSG00000212230.1,0,0,0,0,0,0,0
ENSG00000212232.1,45825,16160,44146,34386,30262,38268,24351
ENSG00000212237.1,0,0,0,0,0,0,0
ENSG00000212238.1,0,0,0,0.86,0,0,0.7
ENSG00000212240.1,0,0,0,0,0,0,0
ENSG00000212241.1,0,0,0,0,0,0,0
ENSG00000212242.1,0,0,0,0,0,0,0
ENSG00000212246.1,0,0,0,0,0,0,0
ENSG00000212247.1,0,0,0,0,0,0,0
ENSG00000212248.1,0,0,0,0,0,0,1
ENSG00000212249.2,0,0,0,0,0,0,0
